Full Name,Born,Bats,Bowls,Code
Rohan S A Jayasekera,1957-07-12,Right Handed,,871
Franklyn S Ahangama,1959-09-14,Left Handed,Right Arm Medium,13
Aamer Hanif,1971-04-10,Right Handed,Right Arm Medium,2602
Minod Bhanuka Ranasinghe,1995-04-29,Left Handed,,5500
Ashley M de Silva,1963-03-12,Right Handed,,428
Kahawalage G Perera,1964-05-22,Right Handed,Left Arm Orthodox,2823
Ashfaq Ahmed,1973-06-06,Right Handed,Right Arm Fast Medium,1994
Sajeewa Weerakoon,1978-02-17,Left Handed,Left Arm Orthodox,3956
Asif Masood,1946-01-23,Right Handed,Right Arm Fast Medium,1101
Naseer Malik,1950-01-12,Right Handed,Right Arm Fast Medium,2799
Nilantha L K Ratnayake,1968-11-22,Left Handed,Right Arm Fast Medium,2839
Mahmood Hamid,1969-01-19,Right Handed,Right Arm Medium,2761
Javed Qadeer,1976-08-25,Right Handed,,2734
Aamir Nazir,1971-02-01,Right Handed,Right Arm Fast Medium,1259
Jayawardene W H D Boteju,1977-03-11,Right Handed,Right Arm Medium,2639
Humayun Farhat,1981-01-24,Right Handed,,2958
Kashif Raza,1979-12-26,Right Handed,Right Arm Fast Medium,2965
Chamith K B Kulasekara,1985-07-15,Right Handed,Right Arm Fast Medium,3921
Mohammad Talha,1988-10-15,Right Handed,Right Arm Medium Fast,3649
Taslim Arif,1954-01-05,Right Handed,,88
Rizwan-Uz-Zaman,1962-04-09,Right Handed,,1800
Usman Salahuddin,1990-02-12,Right Handed,,3862
Mohammad Salman,1981-07-08,Right Handed,Right Arm Leg Break,3856
Asad Ali,1988-10-14,,,4218
Iqbal Sikander,1958-12-19,Right Handed,Right Arm Leg Break,2728
Ijaz Ahmed,1969-02-02,Right Handed,Right Arm Off Break,2034
Patterson I C Thompson,1971-09-26,Right Handed,Right Arm Fast,2051
Darryl Brown,1973-12-18,Right Handed,Right Arm Medium,3005
Mohammad Khalil,1982-11-12,Left Handed,Left Arm Medium,3240
Brendan P Nash,1977-12-14,Left Handed,Left Arm Medium,3610
Khurram Manzoor,1986-10-06,Right Handed,Right Arm Off Break,3527
Irfan Bhatti,1964-09-28,Right Handed,Right Arm Fast Medium,2729
Samiullah Khan,1982-04-08,Right Handed,Left Arm Medium Fast,3520
Kamran Hussain,1977-09-05,Right Handed,Left Arm Fast Medium,3522
Mark G Burmester,1968-01-24,Right Handed,Right Arm Medium,261
Aamer Yamin,1990-06-26,Right Handed,Right Arm Medium,4480
Ryan Craig Murray,1998-03-30,Right Handed,Right Arm Off Break,4802
Liam Nicholas Roche,1999-09-14,Right Handed,Right Arm Off Break,4803
Prince S Masvaure,1988-07-10,Left Handed,Left Arm Fast Medium,4572
Con de Wet de Lange,1981-11-02,Right Handed,Left Arm Orthodox,4437
Christopher B Sole,1994-02-27,Right Handed,Right Arm Medium,4577
Dharshanapriya Sandun Weerakkody,1993-03-09,Left Handed,,4642
Lahiru Dilshan Madushanka,1992-12-09,Right Handed,Right Arm Fast Medium,4644
Bodiyabaduge Oshada Piyumal Fernando,1992-04-15,Right Handed,Right Arm Leg Break,4852
Palihawadana Arachchilage Ralp Priyamal Perera,1995-02-05,Right Handed,Right Arm Off Break,4950
Pasqual Handi Kamindu Dilanka Mendis,1998-09-30,Left Handed,Left Arm Orthodox/Right Arm Off Break,4827
Ranasinghe P A H Wickramaratne,1971-02-21,Left Handed,Left Arm Orthodox,2938
Neketh Gedara Roshan Prabath Jayasuriya,1991-05-11,Right Handed,Left Arm Orthodox,4805
Mark W Rushmere,1965-07-01,Right Handed,Right Arm Medium,1515
Omar Henry,1952-01-23,Left Handed,Left Arm Orthodox,755
Johannes J van der Wath,1978-10-10,Right Handed,Right Arm Fast,3339
Paskuwal Handi Tharindu Kaushal,1993-05-03,Right Handed,Right Arm Off Break,4367
Keith F Semple,1970-08-21,Right Handed,Right Arm Medium,2864
Brenton A Parchment,1982-06-24,Right Handed,Right Arm Off Break,3515
Patrick A Browne,1982-01-26,Right Handed,,3523
Marchant de Lange,1990-10-13,Right Handed,Right Arm Medium Fast,3927
Cornelius J P G Van Zyl,1961-01-10,Right Handed,Right Arm Fast Medium,2924
Leon V Garrick,1976-11-11,Right Handed,Right Arm Medium,2967
Kerry C B Jeremy,1980-06-02,Right Handed,Right Arm Fast Medium,2737
Christiaan Jonker,1986-09-24,Right Handed,Right Arm Medium Fast,4740
Phillipus J R Steyn,1967-07-30,Right Handed,Right Arm Medium,2012
Claude W Henderson,1972-06-14,Right Handed,Left Arm Orthodox,2985
Gulam H Bodi,1979-04-01,Left Handed,Left Arm Orthodox,3497
Kevin G Duers,1960-06-30,Right Handed,Right Arm Medium Fast,2674
Richard W Sims,1979-07-23,Right Handed,Right Arm Off Break,3060
Dulip Prasamma Samaraweera,1972-12-02,Right Handed,Right Arm Off Break,1981
Deighton C Butler,1974-07-14,Left Handed,Left Arm Fast Medium,3290
H G Dharshana Nayanakanatha,1979-02-03,Right Handed,Right Arm Fast Medium,3116
Mahela L Udawatte,1986-07-19,Left Handed,Right Arm Off Break,3544
Edward R Fernando,1944-02-22,Right Handed,,2682
Peter D Heyn,1945-06-26,Left Handed,Right Arm Medium,2721
Michael H Tissera,1939-03-23,Right Handed,Right Arm Leg Break,2915
Hemal S M Pieris,1946-02-16,Left Handed,Right Arm Fast Medium,2828
Lalith W Kaluperuma,1949-05-25,Right Handed,Right Arm Off Break,904
Granville N De Silva,1955-12-03,Right Handed,Right Arm Fast Medium,2666
Carl Tapfuma Mumba,1995-06-05,Right Handed,Right Arm Fast Medium,4600
Indika S Gallage,1975-11-22,Right Handed,Right Arm Medium,2195
Nishantha Ranatunga,1966-01-22,Right Handed,Right Arm Medium Fast,2836
Trevor R Gripper,1975-12-28,Right Handed,Right Arm Off Break,2189
Gerald E Peckover,1955-02-06,Right Handed,,2821
Abu Hider,1996-02-14,Right Handed,Left Arm Fast Medium,4515
Siddarth Kaul,1990-05-19,Right Handed,Right Arm Medium,4034
Fareed Ahmad,1994-10-08,Left Handed,Left Arm Fast Medium,4363
James Cameron-Dow,1990-05-18,Left Handed,Left Arm Orthodox,4927
Ahmed Shah,1983-10-20,Left Handed,Left Arm Orthodox,3726
Bradley Thomas James Wheal,1996-08-28,Right Handed,Right Arm Fast,4520
Sayed Ahmad Shirzad,1994-01-10,Left Handed,Left Arm Medium,4506
Rokhan Barakzai,1989-01-01,Left Handed,Left Arm Orthodox,4505
Graham Douglas Mckenzie,1941-06-24,Right Handed,Right Arm Fast,1137
Alan L Thomson,1945-02-12,Right Handed,Right Arm Fast Medium,1744
Alan N Connolly,1939-06-29,Right Handed,Right Arm Fast Medium,351
Gurinder S Sandhu,1993-06-14,Left Handed,Right Arm Fast Medium,4374
David J Colley,1947-03-15,Right Handed,Right Arm Fast Medium,342
Craig Overton,1994-10-04,Right Handed,Right Arm Medium Fast,4712
Joel S Paris,1992-11-12,Left Handed,Left Arm Fast Medium,4510
Mohammed Siraj,1994-03-13,Right Handed,Right Arm Medium Fast,4675
Prashant S Vaidya,1967-09-23,Right Handed,Right Arm Medium Fast,2920
Glenn S Trimble,1963-01-01,Right Handed,,2916
Warren A Wisneski,1969-02-19,Right Handed,Right Arm Medium,2944
Ian W Callen,1955-02-05,Left Handed,Right Arm Fast Medium,282
Graeme D Porter,1955-03-18,Right Handed,Right Arm Medium,2830
David B Rundle,1965-09-25,Right Handed,Right Arm Off Break,2846
Garnett J-P Kruger,1977-05-01,Right Handed,Right Arm Medium,3337
Shane M Harwood,1974-01-03,Right Handed,Right Arm Fast Medium,3662
Joe M Mennie,1988-12-24,Right Handed,Right Arm Fast Medium,4595
Daryn Miles Dupavillon,1994-07-15,Right Handed,Right Arm Fast,5839
Thewarathantrige L Fernando,1962-12-27,Right Handed,Right Arm Medium,2683
Wayne M Clark,1953-09-17,Right Handed,Right Arm Fast Medium,332
Robert Baddeley Simpson,1936-03-02,Right Handed,Right Arm Leg Break,1597
Sudeep Tyagi,1987-09-19,Right Handed,Right Arm Medium,3743
Saradindu P Mukherjee,1964-05-10,Right Handed,Right Arm Off Break,2791
Manpreet Gony,1984-04-01,Right Handed,Right Arm Medium,3569
Abu Jayed Chowdhury,1993-02-08,Right Handed,Right Arm Fast Medium,4738
Subashis Roy,1988-11-29,Right Handed,Right Arm Fast Medium,4619
Wahidul Gani,1958-09-22,,,2929
Elias Sunny,1986-01-01,Left Handed,Left Arm Orthodox,3915
Abdur Rauf,1978-09-12,Right Handed,Right Arm Fast Medium,3526
Paul L Harris,1978-02-11,Right Handed,Left Arm Orthodox,3453
Mahbubul Alam,1983-01-12,Right Handed,Right Arm Medium Fast,3623
Muthumudalige Pushpakumara,1981-09-26,Left Handed,Right Arm Off Break,3741
Ahmed Kamal,1977-05-15,,,2605
Nelon T Pascal,1987-04-25,Right Handed,Right Arm Fast,3716
Ariful Haque,1992-11-18,Right Handed,Right Arm Medium Fast,4735
Wesley Nyasha Madhevere,2000-04-09,Right Handed,Right Arm Off Break,5830
Charlton Kirsh Tshuma,1993-04-19,Right Handed,Right Arm Fast Medium,5787
Paul J K  Mooney,1976-10-15,Right Handed,Right Arm Medium,3390
Michael A Carberry,1980-09-29,Left Handed,Right Arm Off Break,3774
Steven W Lubbers,1953-03-24,Right Handed,Right Arm Off Break,2754
Brendon P Bracewell,1959-09-14,Right Handed,Right Arm Fast,220
Intikhab Alam,1941-12-28,Right Handed,Right Arm Leg Break,31
Naeem Ahmed,1952-12-20,Right Handed,Left Arm Orthodox,2795
Tanvir Mehdi,1972-07-11,Right Handed,Right Arm Fast Medium,2909
Fazl-E-Akbar,1980-10-20,Right Handed,Right Arm Fast,2130
Geoffrey A Cope,1947-02-23,Right Handed,Right Arm Off Break,363
Shakeel Khan,1968-05-28,Right Handed,Right Arm Fast Medium,2871
Patrick I Pocock,1946-09-24,Right Handed,Right Arm Off Break,1378
Danny R Briggs,1991-04-30,Right Handed,Left Arm Orthodox,3940
Bilal Asif,1985-09-24,Right Handed,Right Arm Off Break,4481
Konara Mudiyanselage Chaminda Bandara,1987-05-22,Left Handed,Left Arm Medium Fast,4564
Kandana A D M Fernando,1979-10-05,Right Handed,Right Arm Fast Medium,3146
Oliver Peter Stone,1993-09-10,Right Handed,Right Arm Fast,4819
David V Lawrence,1964-01-28,Right Handed,Right Arm Fast,989
Paul J Franks,1979-03-02,Left Handed,Right Arm Fast Medium,2688
Rashid G M Patel,1964-01-06,Right Handed,Left Arm Fast Medium,1346
Margasaghayam Venkataramana,1966-04-24,Right Handed,Right Arm Off Break,1815
Bhagwat Subramanya Chandrasekhar,1945-05-17,Right Handed,Right Arm Leg Break,307
Amit Bhandari,1978-01-10,Right Handed,Right Arm Fast Medium,2632
Brett N Schultz,1970-08-26,Left Handed,Left Arm Fast,1536
Pradeep S Jayaprakashdaran,1984-01-13,Right Handed,Right Arm Fast Medium,3292
Rayad R Emrit,1981-08-03,Right Handed,Right Arm Medium Fast,3457
Abhishek M Nayar,1983-08-10,Left Handed,Right Arm Medium,3704
Philip S Eaglestone,1982-06-17,Left Handed,Left Arm Medium,3583
Edward J Richardson,1990-07-22,Right Handed,Right Arm Medium,4236
Scott James Cameron,1996-09-24,Right Handed,,4725
Roger K Whelan,1980-07-27,Right Handed,Right Arm Medium Fast,3472
Ian A Nicolson,1986-09-10,Right Handed,Right Arm Fast Medium,3822
Ruud G Nijman,1982-06-15,Right Handed,Right Arm Medium Fast,3674
Victor Grandia,1979-10-01,Right Handed,Right Arm Medium,3039
Frederick Jack Klaassen,1992-11-13,Right Handed,Left Arm Medium,4794
Vivian J Kingma,1994-10-23,Right Handed,Right Arm Medium,4255
Brandon Dale Glover,1997-03-04,Right Handed,Right Arm Fast,5256
M Saqib Zulfiqar,1997-03-28,Right Handed,Left Arm Orthodox,4790
Shafiek Abrahams,1968-04-03,Right Handed,Right Arm Off Break,2604
Kelaniyage J Silva,1973-02-06,Right Handed,Left Arm Orthodox,2045
Michael B Owens,1969-11-11,Right Handed,Right Arm Fast Medium,1304
Mark J Haslam,1972-09-26,Left Handed,Left Arm Orthodox,722
Leslie W Stott,1946-08-12,Right Handed,Right Arm Medium,2897
Ajith P Weerakkody,1970-01-10,Right Handed,Right Arm Fast Medium,2933
Njabulo Ncube,1989-10-14,Right Handed,Right Arm Fast Medium,3919
Mansoor Amjad,1987-12-14,Right Handed,Right Arm Leg Break,3580
Najaf Shah,1984-12-17,Left Handed,Left Arm Medium Fast,3469
Irfan Fazil,1981-11-02,Right Handed,Right Arm Fast Medium,2215
Hamish A G Anthony,1971-01-16,Right Handed,Right Arm Fast Medium,2615
Rizwan Ahmed,1978-01-10,Right Handed,Right Arm Leg Break,3528
Carl Junior Dala,1989-12-29,Right Handed,Right Arm Medium,4739
Mthokozisi Shezi,1987-09-09,Left Handed,Left Arm Medium,4322
